row_id,task,module,block,hook,spatial_region,imagined_timestep,task_variable,linear_score,nonlinear_gain,best_coordinate_frame,geometry,cross_trajectory_stability,regime_dependence,causal_patch_effect,specificity,manifold_distance,recommended_operator,field_status,sources
reach-wall/encoder/block-0/spatial-mean/action_chunk_frobenius_magnitude,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,action_chunk_frobenius_magnitude,"{""metric"": ""r2"", ""score"": 0.4484450607659428, ""time_baseline"": 0.4725658231754639, ""delta_vs_time"": -0.0241207624095211}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[15]""}]"
reach-wall/encoder/block-0/spatial-mean/action_dx,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,action_dx,"{""metric"": ""r2"", ""score"": -0.05810517094371259, ""time_baseline"": 0.0033910809446688894, ""delta_vs_time"": -0.06149625188838148}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[12]""}]"
reach-wall/encoder/block-0/spatial-mean/action_dy,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,action_dy,"{""metric"": ""r2"", ""score"": 0.607911496873959, ""time_baseline"": 0.6287213192564175, ""delta_vs_time"": -0.020809822382458543}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[13]""}]"
reach-wall/encoder/block-0/spatial-mean/action_dz,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,action_dz,"{""metric"": ""r2"", ""score"": -0.030934204187622383, ""time_baseline"": 0.02788791500905774, ""delta_vs_time"": -0.05882211919668012}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[14]""}]"
reach-wall/encoder/block-0/spatial-mean/cumulative_progress,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,cumulative_progress,"{""metric"": ""r2"", ""score"": 0.926147892776956, ""time_baseline"": 0.9222151817810877, ""delta_vs_time"": 0.003932710995868227}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[1]""}, {""path"": ""artifacts/geometry_map/reach_wall_v1/emergence-geometry/emergence_geometry.json"", ""item"": ""curves.encoder.progress.rows.layer=0""}]"
reach-wall/encoder/block-0/spatial-mean/expert_detour_gate,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,expert_detour_gate,"{""metric"": ""auroc"", ""score"": 0.9957078780419468, ""time_baseline"": 0.978149765850144, ""delta_vs_time"": 0.01755811219180281}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[11]""}]"
reach-wall/encoder/block-0/spatial-mean/goal_distance,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,goal_distance,"{""metric"": ""r2"", ""score"": 0.9052688708022254, ""time_baseline"": 0.908897827090231, ""delta_vs_time"": -0.003628956288005636}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[0]""}]"
reach-wall/encoder/block-0/spatial-mean/goal_vector_x,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,goal_vector_x,"{""metric"": ""r2"", ""score"": 0.054274630584211336, ""time_baseline"": 0.08054582471970773, ""delta_vs_time"": -0.02627119413549639}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[5]""}]"
reach-wall/encoder/block-0/spatial-mean/goal_vector_y,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,goal_vector_y,"{""metric"": ""r2"", ""score"": 0.9517338545794807, ""time_baseline"": 0.9568517433439947, ""delta_vs_time"": -0.0051178887645140225}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[6]""}]"
reach-wall/encoder/block-0/spatial-mean/goal_vector_z,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,goal_vector_z,"{""metric"": ""r2"", ""score"": 0.09942443702516224, ""time_baseline"": 0.044334510544640326, ""delta_vs_time"": 0.05508992648052191}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[7]""}]"
reach-wall/encoder/block-0/spatial-mean/goal_xz_direction,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,goal_xz_direction,"{""metric"": ""r2"", ""score"": 0.16136937821480096, ""time_baseline"": null, ""delta_vs_time"": null}",,,,,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""pending_measurement"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/emergence-geometry/emergence_geometry.json"", ""item"": ""curves.encoder.goal_xz_direction.rows.layer=0""}]"
reach-wall/encoder/block-0/spatial-mean/hand_to_goal_segment_intersects_wall,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,hand_to_goal_segment_intersects_wall,"{""metric"": ""auroc"", ""score"": 0.9669419840606991, ""time_baseline"": 0.9019247457737662, ""delta_vs_time"": 0.06501723828693284}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[10]""}]"
reach-wall/encoder/block-0/spatial-mean/hand_x,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,hand_x,"{""metric"": ""r2"", ""score"": 0.7859947149264102, ""time_baseline"": 0.058067306134002794, ""delta_vs_time"": 0.7279274087924074}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[2]""}]"
reach-wall/encoder/block-0/spatial-mean/hand_y,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,hand_y,"{""metric"": ""r2"", ""score"": 0.9820031179004433, ""time_baseline"": 0.9772521653309317, ""delta_vs_time"": 0.004750952569511524}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[3]""}]"
reach-wall/encoder/block-0/spatial-mean/hand_z,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,hand_z,"{""metric"": ""r2"", ""score"": 0.9631608730636156, ""time_baseline"": 0.00804356141242546, ""delta_vs_time"": 0.9551173116511902}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[4]""}]"
reach-wall/encoder/block-0/spatial-mean/height_above_wall_top,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,height_above_wall_top,"{""metric"": ""r2"", ""score"": 0.9631608739706187, ""time_baseline"": 0.008043558955029284, ""delta_vs_time"": 0.9551173150155894}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[9]""}]"
reach-wall/encoder/block-0/spatial-mean/realized_dx,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,realized_dx,"{""metric"": ""r2"", ""score"": -0.05437723278192785, ""time_baseline"": 0.005340828654275098, ""delta_vs_time"": -0.05971806143620295}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[16]""}]"
reach-wall/encoder/block-0/spatial-mean/realized_dy,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,realized_dy,"{""metric"": ""r2"", ""score"": 0.8444165524475696, ""time_baseline"": 0.7938417819030151, ""delta_vs_time"": 0.050574770544554504}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[17]""}]"
reach-wall/encoder/block-0/spatial-mean/realized_dz,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,realized_dz,"{""metric"": ""r2"", ""score"": 0.05393355211882023, ""time_baseline"": 0.07117442644816807, ""delta_vs_time"": -0.017240874329347844}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[18]""}]"
reach-wall/encoder/block-0/spatial-mean/realized_hand_delta_magnitude,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,realized_hand_delta_magnitude,"{""metric"": ""r2"", ""score"": 0.6983256028093169, ""time_baseline"": 0.6130267917023396, ""delta_vs_time"": 0.08529881110697723}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[19]""}, {""path"": ""artifacts/geometry_map/reach_wall_v1/emergence-geometry/emergence_geometry.json"", ""item"": ""curves.encoder.motion_magnitude.rows.layer=0""}]"
reach-wall/encoder/block-0/spatial-mean/realized_xz_direction,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,realized_xz_direction,"{""metric"": ""r2"", ""score"": -0.054099416873515035, ""time_baseline"": null, ""delta_vs_time"": null}",,,,,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""pending_measurement"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/emergence-geometry/emergence_geometry.json"", ""item"": ""curves.encoder.realized_xz_direction.rows.layer=0""}]"
reach-wall/encoder/block-0/spatial-mean/reward_sum,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,reward_sum,"{""metric"": ""r2"", ""score"": 0.9311284526018766, ""time_baseline"": 0.9142972039613033, ""delta_vs_time"": 0.016831248640573282}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[20]""}]"
reach-wall/encoder/block-0/spatial-mean/wall_signed_distance,reach-wall,encoder,0,block_residual_output,mean_of_256_spatial_tokens,,wall_signed_distance,"{""metric"": ""r2"", ""score"": 0.9023237329768239, ""time_baseline"": 0.14228076564542247, ""delta_vs_time"": 0.7600429673314014}",,,"{""participation_ratio"": 14.823140949815576, ""top10_variance_fraction"": 0.5746330096217993, ""adjacent_timestep_cosine_mean"": 0.9987112213199321}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[8]""}, {""path"": ""artifacts/geometry_map/reach_wall_v1/emergence-geometry/emergence_geometry.json"", ""item"": ""curves.encoder.wall_signed_distance.rows.layer=0""}]"
reach-wall/encoder/block-1/spatial-mean/action_chunk_frobenius_magnitude,reach-wall,encoder,1,block_residual_output,mean_of_256_spatial_tokens,,action_chunk_frobenius_magnitude,"{""metric"": ""r2"", ""score"": 0.4676647117152578, ""time_baseline"": 0.4725658231754639, ""delta_vs_time"": -0.004901111460206109}",,,"{""participation_ratio"": 9.61096192249772, ""top10_variance_fraction"": 0.6658305306031768, ""adjacent_timestep_cosine_mean"": 0.9987238061103535}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[36]""}]"
reach-wall/encoder/block-1/spatial-mean/action_dx,reach-wall,encoder,1,block_residual_output,mean_of_256_spatial_tokens,,action_dx,"{""metric"": ""r2"", ""score"": -0.0672100921735812, ""time_baseline"": 0.0033910809446688894, ""delta_vs_time"": -0.0706011731182501}",,,"{""participation_ratio"": 9.61096192249772, ""top10_variance_fraction"": 0.6658305306031768, ""adjacent_timestep_cosine_mean"": 0.9987238061103535}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[33]""}]"
reach-wall/encoder/block-1/spatial-mean/action_dy,reach-wall,encoder,1,block_residual_output,mean_of_256_spatial_tokens,,action_dy,"{""metric"": ""r2"", ""score"": 0.6174943920387557, ""time_baseline"": 0.6287213192564175, ""delta_vs_time"": -0.01122692721766183}",,,"{""participation_ratio"": 9.61096192249772, ""top10_variance_fraction"": 0.6658305306031768, ""adjacent_timestep_cosine_mean"": 0.9987238061103535}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[34]""}]"
reach-wall/encoder/block-1/spatial-mean/action_dz,reach-wall,encoder,1,block_residual_output,mean_of_256_spatial_tokens,,action_dz,"{""metric"": ""r2"", ""score"": -0.024454366096055002, ""time_baseline"": 0.02788791500905774, ""delta_vs_time"": -0.05234228110511274}",,,"{""participation_ratio"": 9.61096192249772, ""top10_variance_fraction"": 0.6658305306031768, ""adjacent_timestep_cosine_mean"": 0.9987238061103535}",,,,,,none_validated,"{""linear_score"": ""measured_discovery_only"", ""nonlinear_gain"": ""pending_measurement"", ""best_coordinate_frame"": ""pending_measurement"", ""geometry"": ""descriptive_activation_geometry"", ""cross_trajectory_stability"": ""pending_measurement"", ""regime_dependence"": ""pending_measurement"", ""causal_patch_effect"": ""pending_measurement"", ""specificity"": ""pending_measurement"", ""manifold_distance"": ""pending_measurement"", ""recommended_operator"": ""not_yet_justified""}","[{""path"": ""artifacts/geometry_map/reach_wall_v1/discovery-screen/discovery_screen.json"", ""item"": ""rows[35]""}]"
